author_id	author_orchid_id	author_fname	author_lname	author_dblp_url	author_dblp_key	author_gscholar_url	author_affiliation	author_page
349	"ID inferred from metadata,verification pending"	Stefano	Battiston	https://dblp.org/pid/50/1936	homepages/50/1936	https://scholar.google.com/scholar?q=Stefano+Battiston		 
350	 	Stefano	Cereda	https://dblp.org/pid/203/0246	homepages/203/0246	https://scholar.google.com/scholar?q=Stefano+Cereda		 
351	 	Stefanos	Antaris	https://dblp.org/pid/35/8779	homepages/35/8779	https://scholar.google.com/scholar?q=Stefanos+Antaris		 
352	 	Steffen	Pauws	https://dblp.org/pid/07/4437	homepages/07/4437	https://scholar.google.com/scholar?q=Steffen+Pauws		 
353	 	Steffen	Rendle	https://dblp.org/pid/67/5601	homepages/67/5601	https://scholar.google.com/scholar?q=Steffen+Rendle		 
354	 	Stelios	Tsafarakis	https://dblp.org/pid/24/818	homepages/24/818	https://scholar.google.com/scholar?q=Stelios+Tsafarakis		 
355	 	Stephan	Doerfel	https://dblp.org/pid/48/9538	homepages/48/9538	https://scholar.google.com/scholar?q=Stephan+Doerfel		 
356	"ID inferred from metadata,verification pending"	Walid	Iguider	https://dblp.org/pid/210/5866	homepages/210/5866	https://scholar.google.com/scholar?q=Walid+Iguider		 
357	 	Wang-Cheng	Kang	https://dblp.org/pid/172/0874	homepages/172/0874	https://scholar.google.com/scholar?q=Wang-Cheng+Kang		 
358	"ID inferred from metadata,verification pending"	Wei	Chu	https://dblp.org/pid/55/5559	homepages/55/5559	https://scholar.google.com/scholar?q=Wei+Chu		 
359	 	Wei	Niu	https://dblp.org/pid/68/828	homepages/68/828	https://scholar.google.com/scholar?q=Wei+Niu		 
360	 	Weike	Pan	https://dblp.org/pid/86/7788	homepages/86/7788	https://scholar.google.com/scholar?q=	Hong Kong University of Science and Technology	author's page @ ust.hk
361	 	Weinan	Zhang	https://dblp.org/pid/28/10261-1	homepages/28/10261-1	https://scholar.google.com/scholar?q=	"Shanghai Jiao Tong University, China"	author's page @ wnzhang.net
362	 	Weiwen	Liu	https://dblp.org/pid/75/2746	homepages/75/2746	https://scholar.google.com/scholar?q=Weiwen+Liu		 
363	 	Wentao	Zheng	https://dblp.org/pid/77/6682	homepages/77/6682	https://scholar.google.com/scholar?q=Wentao+Zheng		 
364	 	Werner	Geyer	https://dblp.org/pid/10/1625	homepages/10/1625	https://scholar.google.com/scholar?q=Werner+Geyer		 
365	 	Wesley	Waldner	https://dblp.org/pid/151/6887	homepages/151/6887	https://scholar.google.com/scholar?q=Wesley+Waldner		 
366	 	Wessam	Abdrabo	https://dblp.org/pid/185/3959	homepages/185/3959	https://scholar.google.com/scholar?q=Wessam+Abdrabo		 
367	"ID inferred from metadata,verification pending"	William	Rand	https://dblp.org/pers/hb/r/Rand:William.html	homepages/07/5760	https://scholar.google.com/scholar?q=William+Rand	"University of Maryland, College Park, USA"	https://scholar.google.com/citations?user=YsUCtAwAAAAJ
368	 	William	Cohen	https://dblp.org/pid/c/WWCohen	homepages/c/WWCohen	https://scholar.google.com/scholar?q=	"Carnegie Mellon University, Machine Learning Department"	author's page @ cmu.eduGoogle Scholar profile
369	 	William	Wadge	https://dblp.org/pid/w/WilliamWWadge	homepages/w/WilliamWWadge	https://scholar.google.com/scholar?q=	"University of Victoria, Canada"	author's page @ uvic.ca
370	 	Wim	Verhaegh	https://dblp.org/pid/81/2399	homepages/81/2399	https://scholar.google.com/scholar?q=Wim+F.+J.+Verhaegh		 
371	"ID inferred from metadata,verification pending"	Wolfgang	Gassler	https://dblp.org/pid/98/8198	homepages/98/8198	https://scholar.google.com/scholar?q=Wolfgang+Gassler		 
372	 	Wolfgang	Nejdl	https://dblp.org/pid/n/WolfgangNejdl	homepages/n/WolfgangNejdl	https://scholar.google.com/scholar?q=	"University of Hanover, Germany"	author's page @ uni-hannover.deGoogle Scholar profileACM author profile
373	0000-0003-2972-5817	Wolfgang	W√∂rndl	https://dblp.org/pers/hb/w/W=ouml=rndl:Wolfgang.html	homepages/w/WolfgangWorndl	https://scholar.google.com/scholar?q=Wolfgang+W%C3%B6rndl	"Technical University Munich, Germany"	http://sunschlichter0.informatik.tu-muenchen.de/lehrstuhl/persons/woerndl/
374	 	Andrew	Sabin	https://dblp.org/pid/81/207	homepages/81/207	https://scholar.google.com/scholar?q=Andrew+T.+Sabin		 
375	 	Andrew	Webster	https://dblp.org/pid/76/3126	homepages/76/3126	https://scholar.google.com/scholar?q=Andrew+Webster		 
376	 	Andriy	Shepitsen	https://dblp.org/pid/92/534	homepages/92/534	https://scholar.google.com/scholar?q=Andriy+Shepitsen		 
377	 	András	Benczúr	https://dblp.org/pid/66/5525	homepages/66/5525	https://scholar.google.com/scholar?q=		author's page @ sztaki.huauthor's page @ elte.huGoogle Scholar profile
378	0000-0002-4765-6459	André	Carvalho	https://dblp.org/pers/hb/c/Carvalho:Andr=eacute=_C=_P=_L=_F=_de.html	homepages/c/ACPLFdCarvalho	https://scholar.google.com/scholar?q=Andr%C3%A9+C.+P.+L.+F.+de+Carvalho	"University of S√£o Paulo, Department of Computer Science, Brazil"	http://www.cemeai.icmc.usp.br/andre
379	"ID inferred from metadata,verification pending"	André	Valdez	https://dblp.org/pers/hb/v/Valdez:Andr=eacute=_Calero.html	homepages/77/7521	https://scholar.google.com/scholar?q=Andr%C3%A9+Calero+Valdez	RWTH Aachen University	http://www.comm.rwth-aachen.de/index.php?article_id=63
380	 	André	Marchand	https://dblp.org/pid/15/8779	homepages/15/8779	https://scholar.google.com/scholar?q=Andr%C3%A9+Marchand		 
381	 	André	Panisson	https://dblp.org/pid/83/478	homepages/83/478	https://scholar.google.com/scholar?q=Andr%C3%A9+Panisson		 
382	0000-0002-9222-3521	Ang	Li	https://dblp.org/pers/hb/l/Li_0004:Ang.html	homepages/33/2805-4	https://scholar.google.com/scholar?q=Ang+Li	"Beijing Forestry University, Department of Psychology, China"	https://orcid.org/0000-0002-9222-3521
383	 	Angelo	Schiavone	https://dblp.org/pid/203/2078	homepages/203/2078	https://scholar.google.com/scholar?q=Angelo+Schiavone		 
384	 	Anita	Khadka	https://dblp.org/pid/204/2915	homepages/204/2915	https://scholar.google.com/scholar?q=Anita+Khadka		 
385	 	Anmol	Bhasin	https://dblp.org/pid/77/3635	homepages/77/3635	https://scholar.google.com/scholar?q=Anmol+Bhasin		 
386	 	Anna	Rumshisky	https://dblp.org/pid/63/873	homepages/63/873	https://scholar.google.com/scholar?q=		author's page @ uml.eduGoogle Scholar profile
387	 	Anna	Sepliarskaia	https://dblp.org/pid/198/4174	homepages/198/4174	https://scholar.google.com/scholar?q=Anna+Sepliarskaia		 
388	"ID inferred from metadata,verification pending"	Anna	Zacchi	https://dblp.org/pid/99/2796	homepages/99/2796	https://scholar.google.com/scholar?q=Anna+Zacchi		 
389	 	Anne	Gutschmidt	https://dblp.org/pid/14/5874	homepages/14/5874	https://scholar.google.com/scholar?q=	"University of Rostock, Faculty of Economic and Social Sciences, Germany"	author's page @ uni-rostock.de
390	0000-0003-2493-656X	Antal	Bosch	https://dblp.org/pers/hb/b/Bosch:Antal_van_den.html	homepages/b/AvdBosch	https://scholar.google.com/scholar?q=Antal+van+den+Bosch	"Radboud University, Nijmegen, The Netherlands"	http://antalvandenbosch.ruhosting.nl/
391	 	Mohammad	Tayebi	https://dblp.org/pid/83/6142	homepages/83/6142	https://scholar.google.com/scholar?q=Mohammad+A.+Tayebi		 
392	 	Mohammad	Khoshneshin	https://dblp.org/pid/73/8779	homepages/73/8779	https://scholar.google.com/scholar?q=Mohammad+Khoshneshin		 
393	"ID inferred from metadata,verification pending"	Mohammad	Rostami	https://dblp.org/pid/83/9890	homepages/83/9890	https://scholar.google.com/scholar?q=Mohammad+Rostami		 
394	 	Mohammad	Amin	https://dblp.org/pid/18/7248	homepages/18/7248	https://scholar.google.com/scholar?q=Mohammad+Shafkat+Amin		 
395	 	Mohammed	Kazi	https://dblp.org/pid/225/5515	homepages/225/5515	https://scholar.google.com/scholar?q=Mohammed+R.+Imran+Kazi		 
396	 	Mohand	Boughanem	https://dblp.org/pid/b/MBoughanem	homepages/b/MBoughanem	https://scholar.google.com/scholar?q=	"IRIT, Toulouse, France"	author's page @ irit.fr
397	 	Mohsen	Jamali	https://dblp.org/pid/86/6506	homepages/86/6506	https://scholar.google.com/scholar?q=	"University of British Columbia, Vancouver, Canada"	author's page @ ubc.ca
398	 	Mohsen	Shahriari	https://dblp.org/pid/162/9023	homepages/162/9023	https://scholar.google.com/scholar?q=Mohsen+Shahriari		 
399	 	Mona	Taghavi	https://dblp.org/pid/94/10394	homepages/94/10394	https://scholar.google.com/scholar?q=Mona+Taghavi		 
400	 	Monika	Mandl	https://dblp.org/pid/82/7095	homepages/82/7095	https://scholar.google.com/scholar?q=Monika+Mandl		 
401	 	Monika	Schubert	https://dblp.org/pid/05/7097	homepages/05/7097	https://scholar.google.com/scholar?q=Monika+Schubert		 
402	 	Morgan	Harvey	https://dblp.org/pid/53/7588	homepages/53/7588	https://scholar.google.com/scholar?q=Morgan+Harvey		 
403	0000-0001-7141-4997	Moritz	Schubotz	https://dblp.org/pers/hb/s/Schubotz:Moritz.html	homepages/127/0435	https://scholar.google.com/scholar?q=Moritz+Schubotz	"University of Konstanz, Department of Computer and Information Science, Germany"	https://www.moritzschubotz.de/
404	"ID inferred from metadata,verification pending"	Moshe	Unger	https://dblp.org/pid/151/0222	homepages/151/0222	https://scholar.google.com/scholar?q=Moshe+Unger		 
405	"ID inferred from metadata,verification pending"	Mouzhi	Ge	https://dblp.org/pers/hb/g/Ge:Mouzhi.html	homepages/35/6880	https://scholar.google.com/scholar?q=Mouzhi+Ge	"Masaryk University, Brno, Czech Republic"	https://www.muni.cz/en/people/239833-mouzhi-ge
406	 	Mozhgan	Karimi	https://dblp.org/pid/227/0698	homepages/227/0698	https://scholar.google.com/scholar?q=Mozhgan+Karimi		 
407	 	Mozhgan	Tavakolifard	https://dblp.org/pid/93/3521	homepages/93/3521	https://scholar.google.com/scholar?q=Mozhgan+Tavakolifard		 
408	 	Mrinal	Das	https://dblp.org/pid/90/5885	homepages/90/5885	https://scholar.google.com/scholar?q=Mrinal+Kanti+Das		 
409	"ID inferred from metadata,verification pending"	Mu	Zhu	https://dblp.org/pid/20/5424	homepages/20/5424	https://scholar.google.com/scholar?q=Mu+Zhu		 
410	 	Mucun	Tian	https://dblp.org/pid/214/4082	homepages/214/4082	https://scholar.google.com/scholar?q=Mucun+Tian		 
411	 	Muhammad	Zafar	https://dblp.org/pid/136/7973	homepages/136/7973	https://scholar.google.com/scholar?q=Muhammad+Bilal+Zafar		 
412	 	Mukesh	Nathan	https://dblp.org/pid/49/3788	homepages/49/3788	https://scholar.google.com/scholar?q=Mukesh+Nathan		 
413	 	Mukkai	Krishnamoorthy	https://dblp.org/pid/k/MSKrishnamoorthy	homepages/k/MSKrishnamoorthy	https://scholar.google.com/scholar?q=		author's page @ rpi.edu
414	0000-0003-3599-3893	Munindar	Singh	https://dblp.org/pers/hb/s/Singh:Munindar_P=.html	homepages/s/MunindarPSingh	https://scholar.google.com/scholar?q=Munindar+P.+Singh	"North Carolina State University, Raleigh, USA"	http://www.csc.ncsu.edu/faculty/mpsingh/
415	 	Muthusamy	Chelliah	https://dblp.org/pid/70/3304	homepages/70/3304	https://scholar.google.com/scholar?q=Muthusamy+Chelliah		 
416	0000-0003-4105-3494	Mária	Bieliková	https://dblp.org/pers/hb/b/Bielikov=aacute=:M=aacute=ria.html	homepages/b/MariaBielikova	https://scholar.google.com/scholar?q=M%C3%A1ria+Bielikov%C3%A1	Slovak University of Technology in Bratislava	http://www2.fiit.stuba.sk/~bielik/
417	 	N.	Balakrishnan	https://dblp.org/pid/01/1911-1	homepages/01/1911-1	https://scholar.google.com/scholar?q=	"Indian Institute of Science, Bangalore, India"	author's page @ ernet.in
418	 	Naama	Zwerdling	https://dblp.org/pid/88/2269	homepages/88/2269	https://scholar.google.com/scholar?q=Naama+Zwerdling		 
419	 	Nada	Terzimehic	https://dblp.org/pid/190/1058	homepages/190/1058	https://scholar.google.com/scholar?q=Nada+Terzimehic		 
420	 	David	Vallet	https://dblp.org/pid/14/3433	homepages/14/3433	https://scholar.google.com/scholar?q=		author's page @ dvallet.com
421	0000-0002-5077-6793	Davide	Ruscio	https://dblp.org/pers/hb/r/Ruscio:Davide_Di.html	homepages/r/DavideDiRuscio	https://scholar.google.com/scholar?q=Davide+Di+Ruscio	"University of L'Aquila, Italy"	http://www.di.univaq.it/diruscio/
422	"ID inferred from metadata,verification pending"	Davide	Gurini	https://dblp.org/pid/130/0494	homepages/130/0494	https://scholar.google.com/scholar?q=Davide+Feltoni+Gurini		 
423	 	Davide	Malagoli	https://dblp.org/pid/184/2094	homepages/184/2094	https://scholar.google.com/scholar?q=Davide+Malagoli		 
424	 	Davide	Romito	https://dblp.org/pid/118/3386	homepages/118/3386	https://scholar.google.com/scholar?q=Davide+Romito		 
425	BibTeXRISRDF N-TriplesRDF/XMLXMLRSS	David	Massimo	https://twitter.com/intent/tweet?url=https://dblp.org/pid/151/2436&text=David+Massimo%27s+publications+at&hashtags=dblp&related=dblp_org	https://dblp.org/pid/151/2436	https://dblp.org/db/about/team.html		https://google.com/search?q=David+Massimo
426	 	Dawei	Chen	https://dblp.org/pid/63/3159	homepages/63/3159	https://scholar.google.com/scholar?q=Dawei+Chen		 
427	"ID inferred from metadata,verification pending"	Dawei	Yin	https://dblp.org/pid/91/4572	homepages/91/4572	https://scholar.google.com/scholar?q=Dawei+Yin		 
428	 	Dawen	Liang	https://dblp.org/pid/63/10572	homepages/63/10572	https://scholar.google.com/scholar?q=	"Netflix Inc., Los Gatos, CA, USA"	author's page @ github.io
429	 	Debanjan	Paul	https://dblp.org/pid/204/6254	homepages/204/6254	https://scholar.google.com/scholar?q=Debanjan+Paul		 
430	 	Deborah	Estrin	https://dblp.org/pid/e/DeborahEstrin	homepages/e/DeborahEstrin	https://scholar.google.com/scholar?q=	Cornell Tech	author's page @ cornell.eduauthor's page @ acm.orgACM author profileMathematics Genealogy profileWikipedia articleACM awards page
431	 	Deepa	Mallela	https://dblp.org/pid/167/6052	homepages/167/6052	https://scholar.google.com/scholar?q=Deepa+Mallela		 
432	 	Deepak	Agarwal	https://dblp.org/pid/11/5430	homepages/11/5430	https://scholar.google.com/scholar?q=Deepak+Agarwal		 
433	 	Dell	Zhang	https://dblp.org/pid/z/DellZhang	homepages/z/DellZhang	https://scholar.google.com/scholar?q=	"Birkbeck, University of London, UK"	author's page @ bbk.ac.ukTwitter microblog
434	"ID inferred from metadata,verification pending"	Denis	Gillet	https://dblp.org/pers/hb/g/Gillet:Denis.html	homepages/52/1571	https://scholar.google.com/scholar?q=Denis+Gillet		https://scholar.google.com/citations?user=eDrc2o8AAAAJ
435	"ID inferred from metadata,verification pending"	Denis	Parra	https://dblp.org/pid/09/7458	homepages/09/7458	https://scholar.google.com/scholar?q=Denis+Parra		 
436	 	Denis	Vuckovac	https://dblp.org/pid/172/7511	homepages/172/7511	https://scholar.google.com/scholar?q=Denis+Vuckovac		 
437	 	Denise	Ichinco	https://dblp.org/pid/185/2895	homepages/185/2895	https://scholar.google.com/scholar?q=Denise+Ichinco		 
438	 	Jennifer	Marlow	https://dblp.org/pid/12/4768	homepages/12/4768	https://scholar.google.com/scholar?q=Jennifer+Marlow		 
439	 	Jenny	Liu	https://dblp.org/pid/19/3694	homepages/19/3694	https://scholar.google.com/scholar?q=Jenny+Liu		 
440	 	Jeonghee	Kim	https://dblp.org/pid/67/3895	homepages/67/3895	https://scholar.google.com/scholar?q=Jeonghee+Kim		 
441	 	Jerald	Schoudt	https://dblp.org/pid/25/5625	homepages/25/5625	https://scholar.google.com/scholar?q=Jerald+Schoudt		 
442	 	Jeremy	Badler	https://dblp.org/pid/27/3621	homepages/27/3621	https://scholar.google.com/scholar?q=Jeremy+B.+Badler		 
443	 	Jeremy	Jancsary	https://dblp.org/pid/12/5447	homepages/12/5447	https://scholar.google.com/scholar?q=Jeremy+Jancsary		 
444	 	Jermaine	Marshall	https://dblp.org/pid/180/1550	homepages/180/1550	https://scholar.google.com/scholar?q=Jermaine+Marshall		 
445	 	Jeroen	Minnaert	https://dblp.org/pid/136/3775	homepages/136/3775	https://scholar.google.com/scholar?q=Jeroen+Minnaert		 
446	"ID inferred from metadata,verification pending"	Jerry	Fails	https://dblp.org/pid/71/3893	homepages/71/3893	https://scholar.google.com/scholar?q=Jerry+Alan+Fails		 
447	"ID inferred from metadata,verification pending"	Jesse	Bockstedt	https://dblp.org/pid/11/6970	homepages/11/6970	https://scholar.google.com/scholar?q=Jesse+Bockstedt		 
448	 	Jessica	Holt	https://dblp.org/pid/54/7455	homepages/54/7455	https://scholar.google.com/scholar?q=Jessica+Holt		 
449	0000-0002-4887-0692	Jessica	Lin	https://dblp.org/pers/hb/l/Lin_0001:Jessica.html	homepages/41/3979-1	https://scholar.google.com/scholar?q=Jessica+Lin	George Mason University	http://www.cs.gmu.edu/~jessica/
450	"ID inferred from metadata,verification pending"	Jessica	Rosati	https://dblp.org/pid/129/7054	homepages/129/7054	https://scholar.google.com/scholar?q=Jessica+Rosati		 
451	 	Jheng-Hong	Yang	https://dblp.org/pid/227/0821	homepages/227/0821	https://scholar.google.com/scholar?q=Jheng-Hong+Yang		 
452	 	Jiajin	Li	https://dblp.org/pid/220/3469	homepages/220/3469	https://scholar.google.com/scholar?q=Jiajin+Li		 
453	 	Jialei	Wang	https://dblp.org/pid/63/10549	homepages/63/10549	https://scholar.google.com/scholar?q=Jialei+Wang		 
454	0000-0003-1289-2758	Jian	Cheng	https://dblp.org/pid/14/6145-1	homepages/14/6145-1	https://scholar.google.com/scholar?q=Jian+Cheng	"Chinese Academy of Sciences, Institute of Automation, National Laboratory of Pattern Recognition, Beijing, China"	 
455	"ID found on disambiguationpage, needs clean-up"	Jian	Liu	https://dblp.org/pid/35/295	homepages/35/295	https://scholar.google.com/scholar?q=Jian+Liu		 
456	"ID found on disambiguationpage, needs clean-up"	Jian	Wang	https://dblp.org/pid/39/449	homepages/39/449	https://scholar.google.com/scholar?q=Jian+Wang		 
457	"ID inferred from metadata,verification pending"	Jian	Yu	https://dblp.org/pid/52/5812	homepages/52/5812	https://scholar.google.com/scholar?q=Jian+Yu		 
458	ID conflict found inthis bibliography	Jianqiang	Li	https://dblp.org/pid/46/3208	homepages/46/3208	https://scholar.google.com/scholar?q=Jianqiang+Li		 
459	 	Jiawei	Han	https://dblp.org/pid/h/JiaweiHan	homepages/h/JiaweiHan	https://scholar.google.com/scholar?q=	"University of Illinois at Urbana-Champaign, Department of Computer Science, IL, USA"	author's page @ illinois.eduGoogle Scholar profileACM author profileWikipedia article
460	 	Jiawei	Hu	https://dblp.org/pid/49/792	homepages/49/792	https://scholar.google.com/scholar?q=Jiawei+Hu		 
461	 	Jiawei	Zhang	https://dblp.org/pid/10/239	homepages/10/239	https://scholar.google.com/scholar?q=Jiawei+Zhang		 
462	ID conflict found inthis bibliography	Jie	Cao	https://dblp.org/pid/39/6191	homepages/39/6191	https://scholar.google.com/scholar?q=Jie+Cao		 
463	 	Jie	Yang	https://dblp.org/pid/12/1198-28	homepages/12/1198-28	https://scholar.google.com/scholar?q=Jie+Yang	"University of Fribourg, EXascale Infolab, Switzerland"	 
464	ID conflict found inthis bibliography	Jie	Yuan	https://dblp.org/pid/10/1593	homepages/10/1593	https://scholar.google.com/scholar?q=Jie+Yuan		 
465	 	Jie	Zhang	https://dblp.org/pid/84/6889-2	homepages/84/6889-2	https://scholar.google.com/scholar?q=	"Nanyang Technological University, School of Computer Engineering, Singapore"	author's page @ ntu.edu.sg
466	 	Jiliang	Tang	https://dblp.org/pid/64/10812	homepages/64/10812	https://scholar.google.com/scholar?q=	"Arizona State University, Tempe, Arizona, USA"	author's page @ asu.edu
467	 	Jilin	Chen	https://dblp.org/pid/50/6953	homepages/50/6953	https://scholar.google.com/scholar?q=Jilin+Chen		 
468	"ID inferred from metadata,verification pending"	Jill	Freyne	https://dblp.org/pid/96/4484	homepages/96/4484	https://scholar.google.com/scholar?q=Jill+Freyne		 
469	 	Jim	Blomo	https://dblp.org/pid/135/6736	homepages/135/6736	https://scholar.google.com/scholar?q=Jim+Blomo		 
470	 	Jimena	Royo-Letelier	https://dblp.org/pid/201/7407	homepages/201/7407	https://scholar.google.com/scholar?q=Jimena+Royo-Letelier		 
471	ID conflict found inthis bibliography	Jing	Cai	https://dblp.org/pid/53/252	homepages/53/252	https://scholar.google.com/scholar?q=Jing+Cai		 
472	"ID found on disambiguationpage, needs clean-up"	Jing	Huang	https://dblp.org/pid/14/4834	homepages/14/4834	https://scholar.google.com/scholar?q=Jing+Huang		 
473	ID conflict found inthis bibliography	Jingjing	Zhang	https://dblp.org/pid/90/4994	homepages/90/4994	https://scholar.google.com/scholar?q=Jingjing+Zhang		 
474	 	Jingsong	Lv	https://dblp.org/pid/01/8009	homepages/01/8009	https://scholar.google.com/scholar?q=Jingsong+Lv		 
475	 	Francesca	Guzzi	https://dblp.org/pid/01/10322	homepages/01/10322	https://scholar.google.com/scholar?q=Francesca+Guzzi		 
476	"ID inferred from metadata,verification pending"	Francesco	Corcoglioniti	https://dblp.org/pid/33/54	homepages/33/54	https://scholar.google.com/scholar?q=Francesco+Corcoglioniti		 
477	0000-0001-5931-5566	Francesco	Ricci	https://dblp.org/pers/hb/r/Ricci_0001:Francesco.html	homepages/r/FrancescoRicci	https://scholar.google.com/scholar?q=Francesco+Ricci	"Free University of Bozen-Bolzano, Italy"	http://www.inf.unibz.it/~ricci/
478	 	Francine	Chen	https://dblp.org/pid/95/4481	homepages/95/4481	https://scholar.google.com/scholar?q=Francine+Chen		 
479	0000-0003-1082-9333	Francis	Lau	https://dblp.org/pers/hb/l/Lau_0001:Francis_C=_M=.html	homepages/l/FrancisChiMoonLau	https://scholar.google.com/scholar?q=Francis+C.+M.+Lau	"University of Hong Kong, Department of Computer Science, Hong Kong"	http://www.cs.hku.hk/~fcmlau/
480	"ID inferred from metadata,verification pending"	Francisco	Gutiérrez	https://dblp.org/pid/89/2049	homepages/89/2049	https://scholar.google.com/scholar?q=Francisco+Guti%C3%A9rrez		 
481	 	Francisco	Peña	https://dblp.org/pid/180/0137	homepages/180/0137	https://scholar.google.com/scholar?q=Francisco+J.+Pe%C3%B1a		 
482	 	Francisco	Carrero	https://dblp.org/pid/77/3339	homepages/77/3339	https://scholar.google.com/scholar?q=Francisco+M.+Carrero		 
483	"ID inferred from metadata,verification pending"	Franck	Iutzeler	https://dblp.org/pid/119/4896	homepages/119/4896	https://scholar.google.com/scholar?q=Franck+Iutzeler		 
484	0000-0003-1172-7283	Francois	Belletti	https://dblp.org/pid/172/1297	homepages/172/1297	https://scholar.google.com/scholar?q=Francois+Belletti		 
485	 	Frank	Walter	https://dblp.org/pid/52/4243	homepages/52/4243	https://scholar.google.com/scholar?q=Frank+Edward+Walter		 
486	"ID inferred from metadata,verification pending"	Frank	Hopfgartner	https://dblp.org/pers/hb/h/Hopfgartner:Frank.html	homepages/85/5730	https://scholar.google.com/scholar?q=Frank+Hopfgartner	"University of Glasgow, School of Humanities"	http://www.hopfgartner.de/
487	 	Frank	Meyer	https://dblp.org/pid/37/6649	homepages/37/6649	https://scholar.google.com/scholar?q=Frank+Meyer		 
488	0000-0003-1551-6491	Frank	Schweitzer	https://dblp.org/pers/hb/s/Schweitzer:Frank.html	homepages/67/4271	https://scholar.google.com/scholar?q=Frank+Schweitzer	ETH Zurich	https://www.sg.ethz.ch/team/people/fschweitzer/
489	 	François	Maillet	https://dblp.org/pid/32/7457	homepages/32/7457	https://scholar.google.com/scholar?q=Fran%C3%A7ois+Maillet		 
490	"ID inferred from metadata,verification pending"	François	Schnitzler	https://dblp.org/pid/18/9854	homepages/18/9854	https://scholar.google.com/scholar?q=Fran%C3%A7ois+Schnitzler		 
491	 	Camila	Araujo	https://dblp.org/pid/156/5257	homepages/156/5257	https://scholar.google.com/scholar?q=Camila+Souza+Araujo		 
492	"ID inferred from metadata,verification pending"	Can	Cao	https://dblp.org/pid/19/10133	homepages/19/10133	https://scholar.google.com/scholar?q=Can+Cao		 
493	 	Carla	Delgado-Battenfeld	https://dblp.org/pid/04/8779	homepages/04/8779	https://scholar.google.com/scholar?q=Carla+Delgado-Battenfeld		 
494	 	Carlos	Alzate	https://dblp.org/pid/51/5123	homepages/51/5123	https://scholar.google.com/scholar?q=Carlos+Alzate	"Katholieke Universiteit Leuven, Department of Electrical Engineering, Belgium"	 
495	 	Carlos	Castro-Herrera	https://dblp.org/pid/83/951	homepages/83/951	https://scholar.google.com/scholar?q=Carlos+Castro-Herrera		 
496	 	Carlos	Seminario	https://dblp.org/pid/116/9409	homepages/116/9409	https://scholar.google.com/scholar?q=Carlos+E.+Seminario		 
497	"ID inferred from metadata,verification pending"	Carlos	Mello	https://dblp.org/pers/hb/m/Mello:Carlos_Eduardo_R=_de.html	homepages/15/6002	https://scholar.google.com/scholar?q=Carlos+Eduardo+R.+de+Mello		http://about.me/carlosmello
498	0000-0003-4549-8917	Carlos	Soares	https://dblp.org/pid/50/4846	homepages/50/4846	https://scholar.google.com/scholar?q=Carlos+Soares		 
499	 	Carolina	Bessega	https://dblp.org/pid/227/0570	homepages/227/0570	https://scholar.google.com/scholar?q=Carolina+Bessega		 
500	 	Carolyn	Rosé	https://dblp.org/pid/r/CarolynPensteinRose	homepages/r/CarolynPensteinRose	https://scholar.google.com/scholar?q=	"Carnegie Mellon University, Pittsburgh, USA"	author's page @ cmu.edu
501	 	Casey	Dugan	https://dblp.org/pid/04/1635	homepages/04/1635	https://scholar.google.com/scholar?q=Casey+Dugan		 
502	 	Casper	Petersen	https://dblp.org/pid/134/5718	homepages/134/5718	https://scholar.google.com/scholar?q=Casper+Petersen		 
503	0000-0001-6089-928X	Cataldo	Musto	https://dblp.org/pers/hb/m/Musto:Cataldo.html	homepages/81/7422	https://scholar.google.com/scholar?q=Cataldo+Musto	"University of Bari ""Aldo Moro"", Italy"	http://www.di.uniba.it/~swap/index.php?n=Membri.CataldoMusto
504	 	Catalin-Mihai	Barbu	https://dblp.org/pid/153/1413	homepages/153/1413	https://scholar.google.com/scholar?q=Catalin-Mihai+Barbu		 
505	 	Catalina	Danis	https://dblp.org/pid/d/CatalinaDanis	homepages/d/CatalinaDanis	https://scholar.google.com/scholar?q=	"Thomas J. Watson Research Center, Yorktown Heights, USA"	author's page @ ibm.com
506	 	Catherine	Berrut	https://dblp.org/pid/b/CBerrut	homepages/b/CBerrut	https://scholar.google.com/scholar?q=	"IMAG, Grenoble, France"	author's page @ imag.fr
507	0000-0001-5959-5561	Catherine	Faron-Zucker	https://dblp.org/pers/hb/f/Faron=Zucker:Catherine.html	homepages/f/CatherineFaronZucker	https://scholar.google.com/scholar?q=Catherine+Faron-Zucker	"University of Nice Sophia Antipolis, France"	http://www.i3s.unice.fr/~faron/
508	 	Cecilia	Sciascio	https://dblp.org/pid/148/6312	homepages/148/6312	https://scholar.google.com/scholar?q=Cecilia+di+Sciascio		 
509	 	Ceni	Babaoglu	https://dblp.org/pid/185/2896	homepages/185/2896	https://scholar.google.com/scholar?q=Ceni+Babaoglu		 
510	 	Chanyoung	Park	https://dblp.org/pid/170/5430	homepages/170/5430	https://scholar.google.com/scholar?q=Chanyoung+Park		 
511	"ID found on disambiguationpage, needs clean-up"	Chao	Liu	https://dblp.org/pid/15/5923	homepages/15/5923	https://scholar.google.com/scholar?q=Chao+Liu		 
512	"ID inferred from metadata,verification pending"	Chao-Yuan	Wu	https://dblp.org/pid/151/3304	homepages/151/3304	https://scholar.google.com/scholar?q=Chao-Yuan+Wu		 
